,id,name,name_no_accent,min_price_domain
15709,33201,"Nhà mặt đất 25 m² 1 phòng ngủ, 1 phòng tắm riêng ở Bình Thạnh (Happy Studio CC)","nha mat dat 25 m2 1 phong ngu, 1 phong tam rieng o binh thanh (happy studio cc)",817701
15710,33202,Chung cư studio 30 m² có 1 phòng tắm riêng ở Quận 10 (Five's House - Your home away from home),chung cu studio 30 m2 co 1 phong tam rieng o quan 10 (five's house - your home away from home),557961
15711,33203,"Nhà mặt đất 18 m² 2 phòng ngủ, 1 phòng tắm riêng ở Quận 3 (P.I.P houses - Private double room, King bed)","nha mat dat 18 m2 2 phong ngu, 1 phong tam rieng o quan 3 (p.i.p houses - private double room, king bed)",266667
15712,33204,"Chung cư 24 m² 1 phòng ngủ, 1 phòng tắm riêng ở Quận 1 (Hannah Homestay with Classic Room)","chung cu 24 m2 1 phong ngu, 1 phong tam rieng o quan 1 (hannah homestay with classic room)",329004
15713,33206,"Nhà mặt đất 21 m² 1 phòng ngủ, 1 phòng tắm riêng ở Quận 1  (Queen Private room in HCM city)","nha mat dat 21 m2 1 phong ngu, 1 phong tam rieng o quan 1  (queen private room in hcm city)",269360
15714,33207,"Chung cư 40 m² 1 phòng ngủ, 1 phòng tắm riêng ở Quận 1 (A privated room near Ben Thanh market , Bui Vien)","chung cu 40 m2 1 phong ngu, 1 phong tam rieng o quan 1 (a privated room near ben thanh market , bui vien)",538721
15715,33208,"Nhà mặt đất 100 m² 5 phòng ngủ, 5 phòng tắm riêng ở Bình Thạnh (Liu Jia Guest House)","nha mat dat 100 m2 5 phong ngu, 5 phong tam rieng o binh thanh (liu jia guest house)",277056
15716,33209,Spacious Room In A Nice House,spacious room in a nice house,1792208
15717,33210,"Nhà mặt đất 25 m² 1 phòng ngủ, 1 phòng tắm riêng ở Quận 1 (Central Balcony Studio - 1 min to Ben Thanh Market)","nha mat dat 25 m2 1 phong ngu, 1 phong tam rieng o quan 1 (central balcony studio - 1 min to ben thanh market)",-1
15718,33211,Happy Coffee & Homestay Standard Room 2,happy coffee & homestay standard room 2,-1
15719,33216,"Nhà mặt đất 40 m² 2 phòng ngủ, 1 phòng tắm riêng ở Quận 1 (Central City Apartment)","nha mat dat 40 m2 2 phong ngu, 1 phong tam rieng o quan 1 (central city apartment)",-1
15720,33217,Chung cư studio 20 m² có 1 phòng tắm riêng ở Quận 1 (Hush Bui Vien),chung cu studio 20 m2 co 1 phong tam rieng o quan 1 (hush bui vien),323232
15721,33218,Nhà mặt đất studio 25 m² có 1 phòng tắm riêng ở Quận 2 (near Thảo Điền - Sunshine With Bacony - 201),nha mat dat studio 25 m2 co 1 phong tam rieng o quan 2 (near thao dien - sunshine with bacony - 201),-1
15722,33219,Chung cư studio 30 m² có 1 phòng tắm riêng ở Quận 1 (Casablanca Boutique Saigon),chung cu studio 30 m2 co 1 phong tam rieng o quan 1 (casablanca boutique saigon),959999
15723,33220,"Nhà mặt đất 30 m² 1 phòng ngủ, 1 phòng tắm riêng ở Quận 1 (VietStay)","nha mat dat 30 m2 1 phong ngu, 1 phong tam rieng o quan 1 (vietstay)",-1
15724,33224,"Nhà mặt đất 30 m² 1 phòng ngủ, 1 phòng tắm riêng ở Quận 1 (Agarwood Home)","nha mat dat 30 m2 1 phong ngu, 1 phong tam rieng o quan 1 (agarwood home)",391969
15725,33227,"Nhà mặt đất 20 m² 1 phòng ngủ, 1 phòng tắm riêng ở Phú Nhuận (Queen room balcony 3)","nha mat dat 20 m2 1 phong ngu, 1 phong tam rieng o phu nhuan (queen room balcony 3)",-1
15726,33228,"Nhà mặt đất 20 m² 2 phòng ngủ, 1 phòng tắm riêng ở Gò Vấp (LE-HOAN Home)","nha mat dat 20 m2 2 phong ngu, 1 phong tam rieng o go vap (le-hoan home)",272727
15727,33229,"Chung cư 28 m² 1 phòng ngủ, 1 phòng tắm riêng ở Quận 1 (Bright + Spacious Studio - 1 Min to Ben Thanh Mkt)","chung cu 28 m2 1 phong ngu, 1 phong tam rieng o quan 1 (bright + spacious studio - 1 min to ben thanh mkt)",817701
15728,33230,"Chung cư 28 m² 1 phòng ngủ, 1 phòng tắm riêng ở Quận 1 (Bright + Spacious Studio  - 1 Min to Ben Thanh Mkt)","chung cu 28 m2 1 phong ngu, 1 phong tam rieng o quan 1 (bright + spacious studio  - 1 min to ben thanh mkt)",817701
15729,33231,"Chung cư 25 m² 1 phòng ngủ, 1 phòng tắm riêng ở Quận 1 (Hoi An Style Penthouse - Central of Ben Thanh)","chung cu 25 m2 1 phong ngu, 1 phong tam rieng o quan 1 (hoi an style penthouse - central of ben thanh)",-1
15730,33232,"Chung cư 25 m² 1 phòng ngủ, 1 phòng tắm riêng ở Quận 1 (Bright + Central Studio -1 min to Ben Thanh Market)","chung cu 25 m2 1 phong ngu, 1 phong tam rieng o quan 1 (bright + central studio -1 min to ben thanh market)",-1
15731,33236,"Nhà mặt đất 18 m² 1 phòng ngủ, 0 phòng tắm riêng ở Phú Nhuận (Budget Double Room(Pineapple House))","nha mat dat 18 m2 1 phong ngu, 0 phong tam rieng o phu nhuan (budget double room(pineapple house))",1116883
15732,33238,"Chung cư 30 m² 1 phòng ngủ, 1 phòng tắm riêng ở Quận 12 (Căn hộ studio đầy đủ tiện nghi full nội thất.)","chung cu 30 m2 1 phong ngu, 1 phong tam rieng o quan 12 (can ho studio day du tien nghi full noi that.)",-1
15733,33239,"Nhà mặt đất 100 m² 2 phòng ngủ, 2 phòng tắm riêng ở Quận Tân Bình (Bạch Yến House 2)","nha mat dat 100 m2 2 phong ngu, 2 phong tam rieng o quan tan binh (bach yen house 2)",-1
15734,33240,"Chung cư 80 m² 2 phòng ngủ, 2 phòng tắm riêng ở Quận 4 (Danny Executive Apartment Saigon)","chung cu 80 m2 2 phong ngu, 2 phong tam rieng o quan 4 (danny executive apartment saigon)",1914382
15735,33242,"Chung cư 20 m² 1 phòng ngủ, 1 phòng tắm riêng ở Quận Tân Bình (Rabbit house)","chung cu 20 m2 1 phong ngu, 1 phong tam rieng o quan tan binh (rabbit house)",374002
15736,33245,"Nhà mặt đất 320 m² 6 phòng ngủ, 7 phòng tắm riêng ở Quận 1  (The Lily Hostel & Coffee)","nha mat dat 320 m2 6 phong ngu, 7 phong tam rieng o quan 1  (the lily hostel & coffee)",329004
15737,33247,Nhà mặt đất studio 800 m² có 8 phòng tắm riêng ở Quận 1 (Jimmy House),nha mat dat studio 800 m2 co 8 phong tam rieng o quan 1 (jimmy house),175000
15738,43308,RedDoorz Premium gần E-Town (RedDoorz Premium near E-Town),reddoorz premium gan e-town (reddoorz premium near e-town),349999
15739,43309,"Chung cư 124 m² 2 phòng ngủ, 2 phòng tắm riêng ở Quận 7 (Sunrise city Kem House)","chung cu 124 m2 2 phong ngu, 2 phong tam rieng o quan 7 (sunrise city kem house)",1558442
15740,43310,183 Sai Gon's Heart,183 sai gon's heart,-1
15741,43311,Tee's Hostel (Tees Hostel),tee's hostel (tees hostel),480600
15742,43312,"Chung cư 120 m² 3 phòng ngủ, 2 phòng tắm riêng ở Quận 4 (Saigon Apartment - The Gold View )","chung cu 120 m2 3 phong ngu, 2 phong tam rieng o quan 4 (saigon apartment - the gold view )",-1
15743,43313,The Joy Hostel,the joy hostel,102857
15744,43314,RedDoorz near AEON Mall Tan Phu,reddoorz near aeon mall tan phu,-1
15745,43315,Căn hộ Helio Saigon (Helio Saigon Apartments),can ho helio saigon (helio saigon apartments),-1
15746,43316,Legend Hotel,legend hotel,268831
15747,43317,RedDoorz Plus @ Đường Nguyễn Trãi (RedDoorz Plus @ Nguyen Trai Street),reddoorz plus @ duong nguyen trai (reddoorz plus @ nguyen trai street),-1
15748,43318,Kim Residences & Suites,kim residences & suites,1605920
15749,43322,Fuji Landmark,fuji landmark,756969
15750,43323,Novaland Lucky Palace,novaland lucky palace,1000000
15751,43324,Awesome CBD Luxury Apartment The Tresor Rooftop Garden !,awesome cbd luxury apartment the tresor rooftop garden !,914286
15752,43325,Grace Apartment 3,grace apartment 3,562771
15753,43326,"Chung cư 52 m² 1 phòng ngủ, 1 phòng tắm riêng ở Quận 1  (YUSTAY- LUXURY Apt with AMAZING View in CENTRAL)","chung cu 52 m2 1 phong ngu, 1 phong tam rieng o quan 1  (yustay- luxury apt with amazing view in central)",955974
15754,43327,Lipbi home - Central Luxury Riverside Apartment (LIPBI HOME Gorgeous City view Cozy Apartment),lipbi home - central luxury riverside apartment (lipbi home gorgeous city view cozy apartment),1989313
15755,43329,Infinity Edge Pool - KingSton,infinity edge pool - kingston,640000
15756,43330,LUXURY GOLD APARTMENT 7- Rooftop Pool City View In the HEART HCM 1505,luxury gold apartment 7- rooftop pool city view in the heart hcm 1505,1707994
15757,43331,Private room near Airport,private room near airport,463239
15758,43332,The COMO Vo Thi Sau - Luxury Apartment,the como vo thi sau - luxury apartment,398268
15759,43333,The Como HuynhTinhCua,the como huynhtinhcua,-1
15760,43334,Room with beauty swimming pool,room with beauty swimming pool,650000
15761,43335,Qcub3 Homestay,qcub3 homestay,255000
15762,43336,INDO Serviced Apartment,indo serviced apartment,327273
15763,43337,Nhà mặt đất studio 35 m² có 1 phòng tắm riêng ở Quận 1  (Little Dough Twin Suite),nha mat dat studio 35 m2 co 1 phong tam rieng o quan 1  (little dough twin suite),-1
15764,43340,"Chung cư 150 m² 3 phòng ngủ, 3 phòng tắm riêng ở Quận 1  (Gem Very Deluxe 3 Big Bedroom in Ben Thanh Market)","chung cu 150 m2 3 phong ngu, 3 phong tam rieng o quan 1  (gem very deluxe 3 big bedroom in ben thanh market)",-1
15765,43341,Luxury 1 br apartment downtown Hochiminh City (Vinhomes Golden River),luxury 1 br apartment downtown hochiminh city (vinhomes golden river),1500000
15766,43342,Tân Đạt Hoa Hotel,tan dat hoa hotel,310822
15767,43343,"Chung cư 200 m² 10 phòng ngủ, 10 phòng tắm riêng ở Quận 1 (Anna House 2 - Luxury Serviced Apartment 1)","chung cu 200 m2 10 phong ngu, 10 phong tam rieng o quan 1 (anna house 2 - luxury serviced apartment 1)",466570
15768,43344,Luxury Penthouse - Soho Apartment,luxury penthouse - soho apartment,363636
15769,43345,Aurora Saigon Pearl Serviced Apartment,aurora saigon pearl serviced apartment,624545
15770,43348,Khách sạn Princess Sài Gòn Central (Princess Saigon Central Hotel),khach san princess sai gon central (princess saigon central hotel),931000
15771,43350,Cozy Room by Saigon River,cozy room by saigon river,-1
15772,43351,Jenny's Luxury Apartment,jenny's luxury apartment,909091
15773,43352,Chiuchiustay Ben Thanh,chiuchiustay ben thanh,8658009
15774,43353,Micasa @Botanica Premier Luxury Apartment,micasa @botanica premier luxury apartment,938961
15775,43354,Apartment Sai Gon The Tresor (Apartment Sai Gon The Tresor),apartment sai gon the tresor (apartment sai gon the tresor),1168831
15776,43355,Kim Lien's Homestay,kim lien's homestay,300000
15777,43356,"Chung cư 31 m² 1 phòng ngủ, 1 phòng tắm riêng ở Quận 5 (Saigon Simon 3)","chung cu 31 m2 1 phong ngu, 1 phong tam rieng o quan 5 (saigon simon 3)",1822415
15778,43358,Little Saigon Homestay,little saigon homestay,368182
15779,43359,"Chung cư 30 m² 1 phòng ngủ, 1 phòng tắm riêng ở Quận 4 (The Tresor Makes Your Trip A Treasure)","chung cu 30 m2 1 phong ngu, 1 phong tam rieng o quan 4 (the tresor makes your trip a treasure)",859999
15780,43360,V.H Casa - River Gate Building,v.h casa - river gate building,623377
15781,43364,Roomanee VN - Kingston Residence in Sai Gon,roomanee vn - kingston residence in sai gon,1253049
15782,43365,Your best studio apartment near airport,your best studio apartment near airport,658009
15783,43366,Orchard Garden Studio Apartment Near Airport 3,orchard garden studio apartment near airport 3,654545
15784,43367,Central Garden Apartment,central garden apartment,1400000
15785,43369,Xin Chao Mini House 2,xin chao mini house 2,-1
15786,43371,Khách Sạn & Suites Holiday Inn Saigon Airport (Holiday Inn Hotel And Suites Saigon Airport),khach san & suites holiday inn saigon airport (holiday inn hotel and suites saigon airport),1236364
15787,43372,VIVIAN'S HOME*GREEN GARDEN*HEART OF SAIGON,vivian's home*green garden*heart of saigon,-1
15788,43373,The Muse Homestay,the muse homestay,121558
15789,43375,Urban House Saigon 2 Family room,urban house saigon 2 family room,1806658
15790,43376,Cozrum Homes - Yoga Corner,cozrum homes - yoga corner,335552
15791,43377,"Chung cư 75 m² 2 phòng ngủ, 2 phòng tắm riêng ở Tân Phú (Lovely House)","chung cu 75 m2 2 phong ngu, 2 phong tam rieng o tan phu (lovely house)",-1
15792,43378,Chung cư studio 20 m² có 1 phòng tắm riêng ở Quận 1 (Anna House 2 - Balcony serviced apartment),chung cu studio 20 m2 co 1 phong tam rieng o quan 1 (anna house 2 - balcony serviced apartment),441000
15793,43379,Ductaigallery's Apt. Luxury. River View,ductaigallery's apt. luxury. river view,1335000
15794,43380,Chung cư studio 30 m² có 1 phòng tắm riêng ở Quận 1 (Anna House 2 - Luxury serviced apartment 3),chung cu studio 30 m2 co 1 phong tam rieng o quan 1 (anna house 2 - luxury serviced apartment 3),466570
15795,43381,Chung cư studio 45 m² có 1 phòng tắm riêng ở Quận 1 (Henry House 2 - Deluxe balcony Apartment in Dist 1),chung cu studio 45 m2 co 1 phong tam rieng o quan 1 (henry house 2 - deluxe balcony apartment in dist 1),-1
15796,43382,"Chung cư 71 m² 2 phòng ngủ, 2 phòng tắm riêng ở Quận 2 (Free car pickup airport-Horse Square-0,5$to center)","chung cu 71 m2 2 phong ngu, 2 phong tam rieng o quan 2 (free car pickup airport-horse square-0,5$to center)",-1
15797,43383,PIZZPART - Vinhomes Landmark Plus (2012A),pizzpart - vinhomes landmark plus (2012a),909091
15798,43384,Herla Masteri Thao Dien Luxury Apartment 1209 #T3,herla masteri thao dien luxury apartment 1209 #t3,1470996
15799,43385,Happy Coffee & Homestay Deluxe Studio 1,happy coffee & homestay deluxe studio 1,-1
15800,43386,Thinh Vuong near SECC,thinh vuong near secc,323809
15801,43388,Herla Masteri Thao Dien Luxury Apartment 0502 #T2,herla masteri thao dien luxury apartment 0502 #t2,1552718
15802,43389,"Nhà mặt đất 70 m² 2 phòng ngủ, 1 phòng tắm riêng ở Quận 1 (Rooftop Apartment - Splendid City Views)","nha mat dat 70 m2 2 phong ngu, 1 phong tam rieng o quan 1 (rooftop apartment - splendid city views)",1154401
15803,43390,Chung cư studio 30 m² có 1 phòng tắm riêng ở Quận 1 (Anna House 2 - Luxury serviced apartment 2),chung cu studio 30 m2 co 1 phong tam rieng o quan 1 (anna house 2 - luxury serviced apartment 2),466570
15804,43391,"Chung cư 75 m² 2 phòng ngủ, 2 phòng tắm riêng ở Quận Tân Bình (Apartment near the airport in Ho Chi Minh City)","chung cu 75 m2 2 phong ngu, 2 phong tam rieng o quan tan binh (apartment near the airport in ho chi minh city)",-1
15805,43392,"Nhà mặt đất 120 m² 3 phòng ngủ, 4 phòng tắm riêng ở Quận 1 (Quiet- Huge Balcony-Bathtub- 3BR&4BA-SuAn House)","nha mat dat 120 m2 3 phong ngu, 4 phong tam rieng o quan 1 (quiet- huge balcony-bathtub- 3br&4ba-suan house)",558000
15806,43393,Full House Services Apartment 7,full house services apartment 7,375180
15807,43395,"Chung cư 79 m² 2 phòng ngủ, 1 phòng tắm riêng ở Quận 1 (Hapooh - Safe N Quiet - City View - Central Saigon)","chung cu 79 m2 2 phong ngu, 1 phong tam rieng o quan 1 (hapooh - safe n quiet - city view - central saigon)",384800
15808,43396,"Chung cư 40 m² 1 phòng ngủ, 1 phòng tắm riêng ở Quận 1 (KLien's Homestay, 50 meter far BEN THANH market)","chung cu 40 m2 1 phong ngu, 1 phong tam rieng o quan 1 (klien's homestay, 50 meter far ben thanh market)",-1
15809,43397,"Chung cư 30 m² 1 phòng ngủ, 1 phòng tắm riêng ở Quận 4 ( Modern Comfy Studio with Infinity Pool)","chung cu 30 m2 1 phong ngu, 1 phong tam rieng o quan 4 ( modern comfy studio with infinity pool)",-1
15810,43398,"Chung cư 70 m² 2 phòng ngủ, 2 phòng tắm riêng ở Quận 2 (THAO DIEN MASTERI T3)","chung cu 70 m2 2 phong ngu, 2 phong tam rieng o quan 2 (thao dien masteri t3)",1090909
15811,43399,"Chung cư 65 m² 2 phòng ngủ, 1 phòng tắm riêng ở Bình Thạnh (Indochine 2 BDRM, full kitchen, Netflix, washer)","chung cu 65 m2 2 phong ngu, 1 phong tam rieng o binh thanh (indochine 2 bdrm, full kitchen, netflix, washer)",704185
15812,43400,3 bedroom mini penthouse in centre / rooftop pool,3 bedroom mini penthouse in centre / rooftop pool,1900000
15813,43402,Innalley no.2 - Steps away from bustling Bui Vien,innalley no.2 - steps away from bustling bui vien,909091
15814,43405,"Chung cư 80 m² 2 phòng ngủ, 2 phòng tắm riêng ở Quận 3 (Corner Expat Hub In D3 * 5 mins to PINK CHURCH*)","chung cu 80 m2 2 phong ngu, 2 phong tam rieng o quan 3 (corner expat hub in d3 * 5 mins to pink church*)",409555
15815,43408,"Chung cư 30 m² 1 phòng ngủ, 1 phòng tắm riêng ở Quận 1 (Minami HoChiMinh Apartments )","chung cu 30 m2 1 phong ngu, 1 phong tam rieng o quan 1 (minami hochiminh apartments )",428571
15816,43409,"Chung cư 75 m² 2 phòng ngủ, 2 phòng tắm riêng ở Bình Thạnh (Vinhomes Central Park   Samson Homes)","chung cu 75 m2 2 phong ngu, 2 phong tam rieng o binh thanh (vinhomes central park   samson homes)",-1
15817,43410,"Chung cư 74 m² 2 phòng ngủ, 1 phòng tắm riêng ở Quận 4 (3BRs APT *INF' EDGE POOL & GYM* SAIGON DOWNTOWN)","chung cu 74 m2 2 phong ngu, 1 phong tam rieng o quan 4 (3brs apt *inf' edge pool & gym* saigon downtown)",753526
15818,43412,Chung cư studio 42 m² có 1 phòng tắm riêng ở Quận 4 (Masteri Millennium Family Deluxe Studio),chung cu studio 42 m2 co 1 phong tam rieng o quan 4 (masteri millennium family deluxe studio),489999
15819,43413,"Chung cư 55 m² 1 phòng ngủ, 1 phòng tắm riêng ở Bình Thạnh (Tori Apartment 605 @ The Manor 2 Binh Thanh)","chung cu 55 m2 1 phong ngu, 1 phong tam rieng o binh thanh (tori apartment 605 @ the manor 2 binh thanh)",704185
15820,43414,Sunrise City - Trang's Apartment - One bedroom,sunrise city - trang's apartment - one bedroom,1046625
15821,43415,"Chung cư 85 m² 2 phòng ngủ, 2 phòng tắm riêng ở Quận 4 (5 Stars City Center Luxury 2BR, Infinity Pool.)","chung cu 85 m2 2 phong ngu, 2 phong tam rieng o quan 4 (5 stars city center luxury 2br, infinity pool.)",1306397
15822,43416,Chung cư studio 28 m² có 1 phòng tắm riêng ở Quận 1 (HOM - Saigon boutique stay with spectacular view),chung cu studio 28 m2 co 1 phong tam rieng o quan 1 (hom - saigon boutique stay with spectacular view),479999
15823,43417,"Nhà riêng 14 m² 1 phòng ngủ, 1 phòng tắm riêng ở Quận 1 (Home Peace Home-A Cozy Place in District 1 - 501)","nha rieng 14 m2 1 phong ngu, 1 phong tam rieng o quan 1 (home peace home-a cozy place in district 1 - 501)",322270
15824,43418,"Chung cư 26 m² 1 phòng ngủ, 1 phòng tắm riêng ở Bình Thạnh (Private room with window, 5' to nguyen hue street)","chung cu 26 m2 1 phong ngu, 1 phong tam rieng o binh thanh (private room with window, 5' to nguyen hue street)",-1
15825,43419,"Nhà mặt đất 200 m² 4 phòng ngủ, 3 phòng tắm riêng ở Quận 1 ([Namoo] AMAZING Rooftop View @BenThanh Market)","nha mat dat 200 m2 4 phong ngu, 3 phong tam rieng o quan 1 ([namoo] amazing rooftop view @benthanh market)",-1
15826,43420,Full House - Quiet & Lovely Room With Window,full house - quiet & lovely room with window,642006
15827,43421,"Chung cư 140 m² 2 phòng ngủ, 2 phòng tắm riêng ở Quận 3 (Luxury Apartment in the heart of Saigon (HCMC))","chung cu 140 m2 2 phong ngu, 2 phong tam rieng o quan 3 (luxury apartment in the heart of saigon (hcmc))",2886003
15828,43423,"Chung cư 74 m² 2 phòng ngủ, 1 phòng tắm riêng ở Quận 4 (Premium APT/2Bed/1bath/Free Pool/Fully Furnished)","chung cu 74 m2 2 phong ngu, 1 phong tam rieng o quan 4 (premium apt/2bed/1bath/free pool/fully furnished)",837903
15829,43424,"Chung cư 100 m² 3 phòng ngủ, 2 phòng tắm riêng ở Quận 7 (A Modern 3 bedrooms Apartment with Good Views)","chung cu 100 m2 3 phong ngu, 2 phong tam rieng o quan 7 (a modern 3 bedrooms apartment with good views)",-1
15830,43425,"Chung cư 75 m² 2 phòng ngủ, 2 phòng tắm riêng ở Quận 4 (BIG BROTHER Homestay Millennium 3)","chung cu 75 m2 2 phong ngu, 2 phong tam rieng o quan 4 (big brother homestay millennium 3)",1276148
15831,43427,"Chung cư 50 m² 1 phòng ngủ, 1 phòng tắm riêng ở Quận 1 (Central District 1, Most Luxury Place In Town)","chung cu 50 m2 1 phong ngu, 1 phong tam rieng o quan 1 (central district 1, most luxury place in town)",955974
15832,43428,"Chung cư 65 m² 2 phòng ngủ, 2 phòng tắm riêng ở Quận 4 (River view 2BRs Apartment in the heart of Saigon)","chung cu 65 m2 2 phong ngu, 2 phong tam rieng o quan 4 (river view 2brs apartment in the heart of saigon)",1157417
15833,43429,"Chung cư 149 m² 3 phòng ngủ, 2 phòng tắm riêng ở Quận 7 (Sunrise City - Lotte 3BR Condo Free Infinity Pool)","chung cu 149 m2 3 phong ngu, 2 phong tam rieng o quan 7 (sunrise city - lotte 3br condo free infinity pool)",1337041
15834,43430,Chung cư studio 45 m² có 1 phòng tắm riêng ở Quận 1 (Hamy House),chung cu studio 45 m2 co 1 phong tam rieng o quan 1 (hamy house),-1
15835,43431,Chung cư studio 40 m² có 1 phòng tắm riêng ở Quận 1 (NEW! Bare Gallery Studio with CITY VIEW),chung cu studio 40 m2 co 1 phong tam rieng o quan 1 (new! bare gallery studio with city view),389610
15836,43432,"Chung cư 74 m² 2 phòng ngủ, 2 phòng tắm riêng ở Quận 4 (Rivergate CBD# Luxury Decor 2BR #Amazing View 27th)","chung cu 74 m2 2 phong ngu, 2 phong tam rieng o quan 4 (rivergate cbd# luxury decor 2br #amazing view 27th)",959999
15837,43435,Chung cư studio 35 m² có 1 phòng tắm riêng ở Quận 4 (Haohin Luxury Studio free pool and gym),chung cu studio 35 m2 co 1 phong tam rieng o quan 4 (haohin luxury studio free pool and gym),769601
15838,43436,"Chung cư 90 m² 2 phòng ngủ, 2 phòng tắm riêng ở Quận 5 (90m2 Apt with pool-gym-sauna, 2/2, central 2 km)","chung cu 90 m2 2 phong ngu, 2 phong tam rieng o quan 5 (90m2 apt with pool-gym-sauna, 2/2, central 2 km)",1822415
15839,43437,"Chung cư 65 m² 2 phòng ngủ, 2 phòng tắm riêng ở Quận 2 (Luxury comfort & City View in masteri thao dien)","chung cu 65 m2 2 phong ngu, 2 phong tam rieng o quan 2 (luxury comfort & city view in masteri thao dien)",1539202
15840,43438,"Chung cư 80 m² 2 phòng ngủ, 2 phòng tắm riêng ở Quận 4 (Cozrum Homes- MILLENNIUM 2BR w Infinity Pool & GYM)","chung cu 80 m2 2 phong ngu, 2 phong tam rieng o quan 4 (cozrum homes- millennium 2br w infinity pool & gym)",1099999
15841,43439,"Chung cư 68 m² 2 phòng ngủ, 2 phòng tắm riêng ở Gò Vấp (I HOME(C)Apartment govap HCM Airport 15min)","chung cu 68 m2 2 phong ngu, 2 phong tam rieng o go vap (i home(c)apartment govap hcm airport 15min)",-1
15842,43440,"Chung cư 49 m² 1 phòng ngủ, 1 phòng tắm riêng ở Quận 4 (Luxury Apartment Hotel-ICON56-InfinityPOOL-FreeGYM)","chung cu 49 m2 1 phong ngu, 1 phong tam rieng o quan 4 (luxury apartment hotel-icon56-infinitypool-freegym)",-1
15843,43441,"Chung cư 85 m² 2 phòng ngủ, 2 phòng tắm riêng ở Quận 1 (THE PRINCE RESIDENCE 10A02)","chung cu 85 m2 2 phong ngu, 2 phong tam rieng o quan 1 (the prince residence 10a02)",902357
15844,43442,Căn hộ Dịch vụ iCASA (iCASA Serviced Apartment),can ho dich vu icasa (icasa serviced apartment),495000
15845,43443,Thai Anh Rivergate Central,thai anh rivergate central,1004329
15846,43444,Xena Hotel,xena hotel,-1
15847,43445,White Diamond 2,white diamond 2,727273
15848,43446,Gemini Saigon Hotel,gemini saigon hotel,292727
15849,43449,The Ralph Lauren Suite,the ralph lauren suite,1810624
15850,43451,Great Night View from Private Bar / 3BR / DownTown,great night view from private bar / 3br / downtown,-1
15851,43453,Premium APT/2Bed/1bath/Free Pool/Fully Furnished,premium apt/2bed/1bath/free pool/fully furnished,1090909
15852,43454,Elegant 2BR Apt Free Gym/Pool 1km to city center,elegant 2br apt free gym/pool 1km to city center,-1
15853,43455,SUNRISE CENTRAL+3 Bedrs+Good Views+Luxury Design,sunrise central+3 bedrs+good views+luxury design,1618182
15854,43456,"3BR - High Floor, River View","3br - high floor, river view",2320000
15855,43458,Blue Fingers Vinhomes,blue fingers vinhomes,1012987
15856,43459,Luxurious 2br apt in center/Backpack area,luxurious 2br apt in center/backpack area,850000
15857,43460,LANDMARK 1 ROOM GOLD,landmark 1 room gold,1363636
15858,43461,Riverview Tresor Apartment (Nha Rong Harbor),riverview tresor apartment (nha rong harbor),1272727
15859,43462,SAIGON NEW LUXURY APT 2BR ! CITY VIEW&POOL GYM,saigon new luxury apt 2br ! city view&pool gym,753526
15860,43463,Cherry Landmark of vinhomes Central Park,cherry landmark of vinhomes central park,952381
15861,43464,CBD #Millenium Apart #5STAR Luxury2BR POOL&GYM 21th,cbd #millenium apart #5star luxury2br pool&gym 21th,841558
15862,43465,Vinhomes luxury serviced apartment,vinhomes luxury serviced apartment,935065
15863,43466,Smiley Apartment - One Bedroom Apartment in Vinhomes,smiley apartment - one bedroom apartment in vinhomes,1450000
15864,43467,Cozrum Homes Millennium,cozrum homes millennium,680909
15865,43470,Nice Apartment- Full Furniture- Super cheap,nice apartment- full furniture- super cheap,1246753
15866,43471,Vinhomes Golden River! Cozy Luxury Apt. w/ Great view,vinhomes golden river! cozy luxury apt. w/ great view,2399999
15867,43473,Vinhome Central Park Apartment 1103,vinhome central park apartment 1103,1096727
15868,43478,Hani's Premium APT/ML1/2Bed/2Bath/Free Pool&Gym,hani's premium apt/ml1/2bed/2bath/free pool&gym,1090909
15869,43479,Premium APT/GV-M2/2Bed/2Bath/Free Gym & Pool,premium apt/gv-m2/2bed/2bath/free gym & pool,1090909
15870,43480,Gold View APT1/2bed/2bath/free pool and Gym,gold view apt1/2bed/2bath/free pool and gym,1090909
15871,43481,Gold view APT4/2bed/2bath/free Pool&Gym,gold view apt4/2bed/2bath/free pool&gym,1090909
15872,43482,Pham Ngu Lao#Center #Chill House #1,pham ngu lao#center #chill house #1,477922
15873,43483,The Tresor Residences,the tresor residences,1176470
15874,43484,Luxury River View Condo 500m to Center - Vinhomes Golden RIver,luxury river view condo 500m to center - vinhomes golden river,1500000
15875,43486,Smile House,smile house,80169
15876,43489,"Andy's studio near Tan Son Nhat airport, free gym and pool","andy's studio near tan son nhat airport, free gym and pool",754627
15877,43491,Namoo Homestay,namoo homestay,-1
15878,43492,Pizza Landmark Plus,pizza landmark plus,807071
15879,43496,Travelline Vietnam,travelline vietnam,1601732
15880,43497,The Cosiana 2,the cosiana 2,900000
15881,43498,"Central District 1, Most Luxury Place In Town","central district 1, most luxury place in town",2000000
15882,43499,NOMAD HOME - Minimalist Apartment in Rivergate Resident,nomad home - minimalist apartment in rivergate resident,1004329
15883,43501,DOWNTOWN Millenium Luxury Studio1BR #POOLGYM,downtown millenium luxury studio1br #poolgym,829884
15884,43502,"Charming Flat (Saigon River View, Free pool & gym, 5min to Ben Thanh)","charming flat (saigon river view, free pool & gym, 5min to ben thanh)",1507054
